problem,inst,time_CPU,choices,conflicts,backtracks,backjumps,restarts,jumps,atoms,rules,bodies,equivalences,variables,eliminated,frozen,constraints,nHornClauses,nDualHornClauses,maxClauseSize,maxPositiveClauseSize,maxNegativeClauseSize,numVPosLitH,numVPosLit,numVNegLitH,numVNegLit,maxPosRSizeC,maxPosRSizeNC,numAtomOccC,numAtomOccNC,maxNumAtomOcc,maxNumPosOccA,maxNumNegOccA,dWidth,dEdges,dNodes,iWidth,iEdges,iNodes,rEdges0,rNodes0,rWidths0,rEdges1,rNodes1,rWidths1,rEdges2,rNodes2,rWidths2,rEdges3,rNodes3,rWidths3,rEdges4,rNodes4,rWidths4,rEdges5,rNodes5,rWidths5,rEdges6,rNodes6,rWidths6,rEdges7,rNodes7,rWidths7,rEdges8,rNodes8,rWidths8,rEdges9,rNodes9,rWidths9,problem_width
KnightsTour,knights_15_15_t9.lp,0.078,128,1,0,1,0,1,5912,25909,13754,11264,2981,0,1187,4196,1809,8118,226,226,1,3388,3379,1594,1585,226,3,35591,28091,10150,10150,1,,61614,29711,,61614,29711,60266,29711,775,61135,29711,,61606,29711,,61596,29711,,61552,29711,,61614,29711,,61590,29711,,61336,29711,,61268,29711,,57814,29711,,
KnightsTour,knights_17_17_t9.lp,0.078,135,1,0,1,0,1,7580,33657,17658,14472,3813,0,1507,4496,2321,10422,290,290,1,4348,4339,2042,2033,290,3,46375,36191,13030,13030,1,,79918,38543,,79918,38543,78022,38543,,79301,38543,,79908,38543,,79892,38543,,79844,38543,,79918,38543,,79918,38543,,79602,38543,,79578,38543,,75627,38543,,
KnightsTour,knights_18_18_t8.lp,0.078,95,1,0,1,0,1,7517,32166,16226,14286,3620,0,1359,3168,2276,9088,325,325,1,4225,4217,1962,1954,325,3,45358,32842,11686,11686,1,,75560,36996,875,75560,36996,73686,36996,,74873,36996,,75550,36996,,75534,36996,,75498,36996,,75560,36996,,75560,36996,,75532,36996,,75180,36996,,71438,36996,,
KnightTour,knightTour.in1,0.0,203,61,2,59,0,59,1001,2588,1790,1046,851,0,577,1562,187,582,9,9,1,521,334,187,0,9,2,3620,607,315,315,1,104,3204,1554,,3204,1554,2434,1554,39,2805,1554,80,3075,1554,95,3162,1554,105,3080,1554,96,3042,1554,91,3104,1554,103,3204,1554,104,3138,1554,100,3028,1554,96,
KnightTour,knightTour.in2,0.0,415,98,4,94,1,94,1662,4156,2822,2949,1422,0,1015,2391,293,963,9,9,1,866,573,293,0,9,2,6111,995,493,493,1,168,5359,2532,,5359,2532,4115,2532,61,5094,2532,125,5077,2532,136,5341,2532,156,5228,2532,150,5261,2532,150,5121,2532,161,5310,2532,164,5011,2532,152,4597,2532,96,
KnightTour,knightTour.in3,0.016,539,75,0,75,0,75,2492,6078,4043,2692,2175,0,1656,3599,425,1443,9,9,1,1302,877,425,0,9,2,9291,1477,713,713,1,189,8107,3756,,8107,3756,6012,3756,73,7705,3756,165,8059,3756,170,7515,3756,148,7889,3756,188,7666,3756,182,7931,3756,167,7891,3756,164,8067,3756,173,7141,3756,117,
KnightTour,knightTour.in4,0.031,2196,148,2,146,1,146,3491,8338,5450,3798,3071,0,2430,4943,583,2022,9,9,1,1829,1246,583,0,9,2,13144,2053,975,975,1,209,11432,5226,,11432,5226,8414,5226,84,10236,5226,218,9875,5226,171,10604,5226,182,11400,5226,220,11260,5226,230,11288,5226,206,11140,5226,200,11432,5226,209,11256,5226,196,
KnightTour,knightTour.in5,0.031,2549,166,0,166,1,166,4657,10908,7038,5088,4115,0,3310,6421,763,2694,9,9,1,2441,1678,763,0,9,2,17628,2727,1275,1275,1,255,15292,6930,,15292,6930,10540,6930,100,14514,6930,273,14964,6930,263,14798,6930,238,14353,6930,258,14936,6930,294,15188,6930,244,15196,6930,253,15144,6930,251,13272,6930,167,
KnightTour,knightTour.in6,0.047,2514,211,1,210,0,210,7493,17042,10766,8269,6659,0,5511,9882,1195,4326,9,9,1,3929,2734,1195,0,9,2,28574,4363,1995,1995,1,340,24702,11058,,24702,11058,18556,11058,130,23240,11058,303,24022,11058,316,24354,11058,341,24452,11058,312,23917,11058,327,24075,11058,326,23604,11058,307,22686,11058,316,21758,11058,252,
KnightTour,knightTour.in7,0.172,19202,785,3,782,5,782,17523,38114,23306,19567,15679,0,13369,21397,2695,10086,9,9,1,9189,6494,2695,0,9,2,67416,10133,4495,4495,1,481,58024,25578,,58024,25578,43912,25578,205,52893,25578,504,57146,25578,516,57968,25578,481,55780,25578,520,51430,25578,387,57032,25578,492,57240,25578,488,57112,25578,533,50808,25578,361,
KnightTour,knightTour.in8,0.578,86604,1462,9,1453,9,1453,31753,67376,40446,35661,28499,0,24623,37177,4795,18246,9,9,1,16649,11854,4795,0,9,2,122648,18303,7995,7995,1,,105336,46098,,105336,46098,76000,46098,,89817,46098,,97144,46098,,100648,46098,,101720,46098,,105304,46098,,101592,46098,,103016,46098,,104024,46098,,103032,46098,,
RLP-150,lp.150.00750.18,0.219,7345,6286,5,6281,32,6281,151,739,735,6,874,0,874,3067,568,182,3,3,2,144,144,143,143,3,0,2250,0,24,16,11,109,2234,901,,2234,901,1921,901,99,1831,901,96,1952,901,102,2052,901,103,2216,901,108,2218,901,107,2192,901,105,2200,901,107,2200,901,108,2136,901,107,
RLP-200,lp.200.00700.15,0.891,28886,25164,9,25155,126,25155,199,690,686,26,858,0,812,2888,528,160,3,3,2,178,178,175,175,3,0,2072,0,19,14,11,,2068,891,,2068,891,2006,891,,1868,891,,1918,891,,1857,891,,1927,891,,1930,891,,1926,891,,2054,891,,2037,891,,1882,891,,
MazeGeneration,maze-generation-width=15-height=15-density=0.01-run=1,0.0,105,0,0,0,0,0,1770,2966,1752,3122,940,0,777,3470,1297,728,169,169,2,333,164,333,164,169,5,6012,1934,909,909,9,,6564,2310,,6564,2310,5953,2310,,6231,2310,,5980,2310,,6219,2310,,6362,2310,,6199,2310,,6261,2310,,6277,2310,,6262,2310,,6409,2310,,
MazeGeneration,maze-generation-width=15-height=15-density=0.01-run=5,0.0,110,1,1,0,0,0,1769,2947,1731,3113,933,0,770,3431,1285,712,169,169,2,332,164,332,164,169,5,5930,1915,894,894,9,,6461,2286,77,6461,2286,5898,2286,,6048,2286,,5980,2286,,6133,2286,,6128,2286,,6139,2286,,6162,2286,,6176,2286,,6191,2286,,6289,2286,,
MazeGeneration,maze-generation-width=17-height=17-density=0.01-run=1,0.0,195,5,0,5,0,5,2278,3897,2351,4010,1268,0,1049,4709,1737,991,225,225,2,445,220,445,220,225,5,8106,2526,1228,1228,9,,8862,3085,90,8862,3085,7650,3085,,8002,3085,,8108,3085,,8227,3085,,8794,3085,,8717,3085,,8696,3085,,8372,3085,,8704,3085,,8530,3085,,
MazeGeneration,maze-generation-width=17-height=17-density=0.01-run=3,0.0,214,11,0,11,0,11,2279,3893,2347,4000,1274,0,1053,4739,1735,991,225,225,2,447,222,447,222,225,5,8100,2518,1224,1224,9,,8848,3082,,8848,3082,7818,3082,,7832,3082,,8089,3082,,8186,3082,,8699,3082,,8700,3082,,8754,3082,,8598,3082,,8503,3082,,8515,3082,,
MazeGeneration,maze-generation-width=19-height=19-density=0.01-run=3,0.016,178,2,2,0,0,0,2848,4924,3001,4999,1624,0,1343,6024,2218,1264,289,289,2,569,282,569,282,289,5,10361,3162,1571,1571,9,,11312,3928,,11312,3928,10374,3928,,10617,3928,,10734,3928,,10551,3928,,10711,3928,,10686,3928,,10761,3928,,10835,3928,,10867,3928,,10952,3928,,
MazeGeneration,maze-generation-width=19-height=19-density=0.01-run=4,0.0,1250,126,0,126,1,126,2849,4935,3016,4425,1634,0,1352,6093,2228,1280,289,289,2,570,283,570,283,289,5,10430,3184,1581,1581,9,,11407,3948,,11407,3948,6457,3948,,11402,3948,,11255,3948,,11380,3948,,11014,3948,,11272,3948,,11284,3948,,11370,3948,,11387,3948,,10582,3948,,
