problem,inst,time_CPU,choices,conflicts,backtracks,backjumps,restarts,jumps,atoms,rules,bodies,equivalences,variables,eliminated,frozen,constraints,nHornClauses,nDualHornClauses,maxClauseSize,maxPositiveClauseSize,maxNegativeClauseSize,numVPosLitH,numVPosLit,numVNegLitH,numVNegLit,maxPosRSizeC,maxPosRSizeNC,numAtomOccC,numAtomOccNC,maxNumAtomOcc,maxNumPosOccA,maxNumNegOccA,dWidth,dEdges,dNodes,iWidth,iEdges,iNodes,rEdges0,rNodes0,rWidths0,rEdges1,rNodes1,rWidths1,rEdges2,rNodes2,rWidths2,rEdges3,rNodes3,rWidths3,rEdges4,rNodes4,rWidths4,rEdges5,rNodes5,rWidths5,rEdges6,rNodes6,rWidths6,rEdges7,rNodes7,rWidths7,rEdges8,rNodes8,rWidths8,rEdges9,rNodes9,rWidths9,problem_width
Sokoban,0171-sokoban-54-1.asp,3.03,69474,29193,0,29193,92,29193,25289,63191,17707,30252,26959,0,0,86869,7650,4826,90,90,1,10925,10871,2864,2864,90,4,107246,1721,4805,4805,1,,103994,55777,,103994,55777,89404,55777,513,103077,55777,,101920,55777,,103508,55777,,101516,55777,,102037,55777,,103617,55777,,102927,55777,,103660,55777,,100719,55777,,
Sokoban,0172-sokoban-75-1.asp,0.15,4557,357,2,355,1,355,20721,49991,14720,26443,22070,0,0,72113,6081,3925,52,52,1,9184,9109,2222,2222,52,4,84775,1241,3823,3823,1,389,81878,44644,,81878,44644,77819,44644,223,76549,44644,385,80906,44644,414,80273,44644,421,81309,44644,434,81776,44644,,80000,44644,419,81026,44644,460,80952,44644,409,77280,44644,443,
Sokoban,0179-sokoban-40-1.asp,0.59,13556,4687,0,4687,21,4687,19455,48662,13688,24051,20256,0,0,64507,5713,3708,94,94,1,8275,8235,2030,2030,94,4,81794,1801,3719,3719,1,,79670,42768,,79670,42768,78331,42768,540,69449,42768,279,79495,42768,440,76185,42768,402,79379,42768,456,77078,42768,421,78612,42768,,79184,42768,440,79515,42768,457,78528,42768,442,
Sokoban,0180-sokoban-60-1.asp,1.16,93190,55221,20,55201,829,55201,29255,73182,20648,36251,31016,0,0,100847,8633,5608,94,94,1,12515,12455,3070,3070,94,4,123734,1881,5579,5579,1,,119790,64268,,119790,64268,103970,64268,,115672,64268,,119534,64268,,119751,64268,,119609,64268,,118541,64268,,119006,64268,,119765,64268,,119637,64268,,111249,64268,,
Sokoban,0189-sokoban-15-1.asp,0.02,176,38,0,38,0,38,4921,12173,3413,6067,4684,0,0,14103,1414,913,64,64,1,2051,2036,506,506,64,4,19893,1155,944,944,1,262,19982,10808,,19982,10808,19460,10808,177,18973,10808,205,19407,10808,208,19261,10808,190,19578,10808,229,19780,10808,188,19327,10808,211,19812,10808,288,19668,10808,262,19827,10808,299,
Sokoban,0190-sokoban-30-1.asp,0.1,2377,822,0,822,6,822,9931,24593,6983,12337,10174,0,0,32538,2914,1888,64,64,1,4241,4211,1046,1046,64,4,41178,1215,1889,1889,1,392,40352,21773,,40352,21773,37630,21773,205,39206,21773,293,40075,21773,341,40270,21773,343,37724,21773,320,38893,21773,319,39473,21773,256,39777,21773,251,40323,21773,382,39567,21773,294,
Sokoban,0191-sokoban-45-1.asp,0.09,1147,78,0,78,0,78,14941,37013,10553,18607,15664,0,0,50973,4414,2863,64,64,1,6431,6386,1586,1586,64,4,62463,1275,2834,2834,1,451,60722,32738,,60722,32738,59102,32738,224,57568,32738,264,56793,32738,310,59897,32738,377,59895,32738,370,60120,32738,354,60091,32738,366,59903,32738,352,60257,32738,379,58999,32738,365,
Sokoban,0192-sokoban-60-1.asp,0.49,27962,4140,0,4140,21,4140,19951,49433,14123,24877,21154,0,0,69408,5914,3838,64,64,1,8621,8561,2126,2126,64,4,83748,1335,3779,3779,1,,81092,43703,448,81092,43703,79004,43703,378,79490,43703,355,76459,43703,371,80172,43703,,78044,43703,413,80604,43703,,80344,43703,,80825,43703,,80866,43703,,74912,43703,319,
IncrementalScheduling,0193-incremental_scheduling-18456-0.asp,0.14,59,28,13,15,0,15,15293,26820,19714,37016,10528,0,934,35683,12050,4736,766,766,2,2962,2958,2282,2282,766,766,49218,144190,5124,5124,8,,186348,29204,,186348,29204,178032,29204,650,179172,29204,766,184065,29204,784,186345,29204,,184232,29204,793,185004,29204,789,183883,29204,803,184600,29204,772,185872,29204,778,185736,29204,825,
Sokoban,0193-sokoban-42-1.asp,3.23,49753,29303,0,29303,92,29303,20169,48422,14057,24456,21282,0,0,52985,6092,3734,90,90,1,8782,8740,2216,2216,90,4,81529,1638,3736,3736,1,446,79248,43162,,79248,43162,71437,43162,255,69968,43162,303,77795,43162,425,78575,43162,407,79134,43162,440,79014,43162,413,78083,43162,,79148,43162,440,79195,43162,430,78538,43162,397,
Sokoban,0195-sokoban-75-1.asp,1.6,103191,15067,0,15067,61,15067,24961,61853,17693,31147,26644,0,0,87843,7414,4813,64,64,1,10811,10736,2666,2666,64,4,105033,1395,4724,4724,1,,101462,54668,,101462,54668,83673,54668,,100490,54668,,101436,54668,,100853,54668,,98572,54668,,101190,54668,,98504,54668,,101462,54668,,101281,54668,,100036,54668,,
Sokoban,0196-sokoban-21-1.asp,0.07,378,172,1,171,1,171,9717,24202,6716,11377,9280,0,0,26474,2781,1703,92,92,1,4007,3986,1002,1002,92,4,39400,2978,1910,1910,1,421,40296,21983,,40296,21983,37553,21983,247,37799,21983,338,38612,21983,319,39709,21983,359,39383,21983,319,40254,21983,413,40180,21983,371,40064,21983,371,40005,21983,355,39851,21983,378,
Sokoban,0197-sokoban-42-1.asp,0.2,3021,938,0,938,5,938,19545,48730,13646,22969,19738,0,0,59591,5679,3488,92,92,1,8207,8165,2052,2052,92,4,80749,4406,3821,3821,1,455,81120,44180,,81120,44180,71286,44180,286,76135,44180,,79663,44180,,78920,44180,385,80862,44180,451,80290,44180,,80605,44180,457,81023,44180,466,80987,44180,,80711,44180,,
Sokoban,0198-sokoban-63-1.asp,3.8,133825,29296,21,29275,92,29275,29373,73258,20576,34561,30196,0,0,92708,8577,5273,92,92,1,12407,12344,3102,3102,92,4,122098,5834,5732,5732,1,,121944,66377,,121944,66377,103170,66377,,119413,66377,,121576,66377,,121848,66377,,117791,66377,,121892,66377,,119972,66377,,121882,66377,,120829,66377,,119997,66377,,
Sokoban,0201-sokoban-24-1.asp,7.57,46608,33901,0,33901,125,33901,15197,37649,10548,18435,15299,0,0,42480,4489,2832,122,122,1,6356,6332,1566,1566,122,4,62494,2211,2902,2902,1,514,61612,33179,,61612,33179,49102,33179,185,60679,33179,370,61224,33179,410,61387,33179,402,61501,33179,448,61277,33179,371,61518,33179,466,61600,33179,527,61247,33179,397,60903,33179,420,
Sokoban,0202-sokoban-49-1.asp,1.34,18349,7833,3,7830,30,7830,31222,77374,21848,38035,32949,0,0,97605,9339,5907,122,122,1,13256,13207,3266,3266,122,4,130419,2286,5927,5927,1,,126562,68054,,126562,68054,123350,68054,,118186,68054,,112606,68054,,125383,68054,,124172,68054,,124143,68054,,126506,68054,,126175,68054,,126467,68054,,125207,68054,,
Sokoban,0213-sokoban-48-1.asp,1.95,26154,10558,5,10553,45,10553,28678,70923,20165,35928,30021,0,0,91566,8486,5408,114,114,1,12040,11992,2728,2728,114,4,119567,2103,5422,5422,1,,116040,62548,,116040,62548,104902,62548,,106214,62548,,115835,62548,,112243,62548,,114080,62548,,115641,62548,,114709,62548,,115894,62548,,115811,62548,,114957,62548,,
Sokoban,0223-sokoban-20-1.asp,0.2,1815,1003,0,1003,6,1003,10763,27263,7501,13074,10630,0,0,32187,3136,2036,106,106,1,4453,4433,1104,1104,106,4,45052,1919,2099,2099,1,403,44722,23921,,44722,23921,42205,23921,284,38672,23921,218,44555,23921,353,44658,23921,353,44673,23921,321,43933,23921,345,44628,23921,352,44364,23921,323,44662,23921,408,43804,23921,353,
Sokoban,0224-sokoban-40-1.asp,0.38,5700,2030,0,2030,12,2030,21703,54963,15261,26554,22670,0,0,73167,6416,4176,106,106,1,9133,9093,2264,2264,106,4,92472,1979,4199,4199,1,,90082,48101,,90082,48101,78722,48101,268,84632,48101,,88539,48101,,89248,48101,,87888,48101,,89876,48101,,90001,48101,,89190,48101,,89759,48101,,89069,48101,427,
Sokoban,0230-sokoban-49-1.asp,9.62,103634,56860,0,56860,172,56860,28458,70817,19870,33678,29340,0,0,87150,8425,5235,114,114,1,11908,11859,3025,3025,114,4,118644,3891,5537,5537,1,,116794,63187,,116794,63187,107743,63187,,104443,63187,,114915,63187,,114475,63187,,116092,63187,,116435,63187,,114907,63187,,115745,63187,,116601,63187,,115988,63187,,
Sokoban,0234-sokoban-27-1.asp,1.32,13780,7899,0,7899,30,7899,15850,40782,11055,19007,16256,0,0,44059,4698,2993,114,114,1,6715,6688,1718,1718,114,4,68762,2108,3050,3050,1,385,67677,36030,,67677,36030,63113,36030,284,63501,36030,283,64257,36030,349,64737,36030,329,66661,36030,329,67582,36030,381,67563,36030,346,67529,36030,359,67397,36030,366,67263,36030,333,
Sokoban,0256-sokoban-18-1.asp,0.04,117,22,0,22,0,22,7445,18407,5167,9275,7297,0,0,22659,2160,1380,80,80,1,3067,3049,716,716,80,4,30311,1446,1421,1421,1,369,30186,16309,,30186,16309,29571,16309,305,29501,16309,320,29768,16309,,29574,16309,309,28302,16309,293,29547,16309,299,30158,16309,401,28997,16309,284,30084,16309,391,29719,16309,393,
Sokoban,0257-sokoban-36-1.asp,0.08,381,35,0,35,0,35,15005,37127,10531,18779,15541,0,0,49749,4428,2838,80,80,1,6307,6271,1472,1472,80,4,62369,1518,2843,2843,1,,60858,32815,489,60858,32815,59613,32815,370,59154,32815,435,57667,32815,330,58946,32815,444,60083,32815,501,59608,32815,395,57545,32815,395,60847,32815,453,60566,32815,451,60526,32815,449,
Sokoban,0258-sokoban-54-1.asp,1.74,74672,15263,0,15263,60,15263,22565,55847,15895,28283,23785,0,0,76839,6696,4296,80,80,1,9547,9493,2228,2228,80,4,94427,1590,4265,4265,1,,91530,49321,,91530,49321,85215,49321,,91469,49321,,90397,49321,,91047,49321,,80268,49321,346,91512,49321,,89444,49321,,91370,49321,,91483,49321,,89566,49321,,
Sokoban,0259-sokoban-72-1.asp,0.27,6095,351,0,351,3,351,30125,74567,21259,37787,32029,0,0,103929,8964,5754,80,80,1,12787,12715,2984,2984,80,4,126485,1662,5687,5687,1,,122202,65827,,122202,65827,118750,65827,,100128,65827,,120410,65827,,122202,65827,,120653,65827,,122040,65827,,122202,65827,,122095,65827,,122202,65827,,121740,65827,,
Sokoban,0260-sokoban-18-1.asp,0.22,3049,1699,7,1692,12,1692,8336,20823,5755,9927,8294,0,0,25993,2466,1550,90,90,1,3510,3492,920,920,90,4,34428,1602,1600,1600,1,,34296,18444,,34296,18444,31466,18444,,30865,18444,,33659,18444,,34053,18444,,34041,18444,,34018,18444,,34029,18444,,34263,18444,,34036,18444,,33698,18444,,
Sokoban,0267-sokoban-27-1.asp,0.28,2792,1422,5,1417,6,1417,18111,45070,12595,20706,17646,0,0,46816,5178,3201,134,134,1,7340,7313,1874,1874,134,4,73497,4877,3589,3589,1,,74572,40647,,74572,40647,68784,40647,,67941,40647,,73364,40647,,74460,40647,,74307,40647,,73006,40647,,74097,40647,,74305,40647,,74023,40647,,73020,40647,,
Sokoban,0271-sokoban-36-1.asp,0.14,1266,318,0,318,2,318,16814,42009,11731,20115,17690,0,0,57691,5058,3188,90,90,1,7218,7182,1892,1892,90,4,70842,1656,3202,3202,1,,69144,37110,,69144,37110,65159,37110,,68464,37110,,68206,37110,,65145,37110,,67411,37110,,65981,37110,,69068,37110,,67467,37110,,68898,37110,,67748,37110,,
Sokoban,0278-sokoban-28-1.asp,1.2,11241,6543,0,6543,30,6543,20827,51951,14493,23564,19156,0,0,46772,6026,3702,148,148,1,8539,8511,2216,2216,148,4,85490,4803,4115,4115,1,,85954,46721,434,85954,46721,77185,46721,,80040,46721,,85134,46721,,83831,46721,,85329,46721,,85755,46721,,85844,46721,,85887,46721,,85223,46721,,84551,46721,,
Sokoban,0282-sokoban-54-1.asp,0.65,13714,4476,0,4476,17,4476,25292,63195,17707,30303,27086,0,0,89389,7650,4826,90,90,1,10926,10872,2864,2864,90,4,107256,1710,4804,4804,1,,103992,55776,,103992,55776,90354,55776,,102572,55776,,103728,55776,,100909,55776,,102496,55776,,103767,55776,,103844,55776,,102559,55776,,103778,55776,,98030,55776,,
Sokoban,0295-sokoban-31-1.asp,4.07,32605,17438,0,17438,62,17438,23333,61717,16435,29250,23864,0,0,78232,6742,4533,150,150,1,9369,9338,2102,2102,150,4,103816,2799,4616,4616,1,,101789,53602,,101789,53602,84516,53602,,101534,53602,,101631,53602,,98803,53602,,101181,53602,,101696,53602,,101744,53602,,100960,53602,,100932,53602,,100084,53602,,
Sokoban,0300-sokoban-24-1.asp,0.09,322,125,0,125,1,125,13758,33649,9571,15959,13492,0,0,33628,3936,2418,112,112,1,5804,5780,1520,1520,112,4,55006,3442,2662,2662,1,,55600,30474,,55600,30474,52203,30474,,53266,30474,,53972,30474,,54182,30474,,54471,30474,,54962,30474,,55509,30474,,53225,30474,,55290,30474,,55499,30474,,
Sokoban,0301-sokoban-48-1.asp,0.86,14431,5718,0,5718,28,5718,27654,67705,19411,32135,28420,0,0,73036,8016,4938,112,112,1,11852,11804,3104,3104,112,4,112342,5050,5326,5326,1,,111856,61218,,111856,61218,102925,61218,,102166,61218,,108498,61218,,111633,61218,,109168,61218,,111115,61218,,110858,61218,,111407,61218,,111481,61218,,109907,61218,,
Sokoban,0307-sokoban-36-1.asp,3.34,96905,14852,0,14852,60,14852,29118,75417,20524,36982,29869,0,0,95865,8463,5568,158,158,1,11767,11731,2487,2487,158,4,127225,2942,5651,5651,1,,124311,65992,,124311,65992,108276,65992,,121314,65992,,120660,65992,,119952,65992,,124308,65992,,123937,65992,,123488,65992,,124252,65992,,124087,65992,,122841,65992,,
Sokoban,0323-sokoban-28-1.asp,1.19,11757,6823,4,6819,30,6819,23011,57505,16071,27564,23227,0,0,49776,6674,4242,160,160,1,9673,9645,2432,2432,160,4,95294,3739,4451,4451,1,,94354,50875,,94354,50875,81214,50875,,90224,50875,,92431,50875,,92146,50875,,94146,50875,,93500,50875,,94299,50875,,93578,50875,,94309,50875,,94037,50875,,
Sokoban,0335-sokoban-42-1.asp,0.99,15395,6823,0,6823,29,6823,19999,48927,13893,23383,20980,0,0,61706,6008,3652,92,92,1,8781,8739,2380,2380,92,4,82399,2368,3821,3821,1,,80770,43923,,80770,43923,77111,43923,,79983,43923,,74992,43923,,73573,43923,,80125,43923,,78731,43923,,80726,43923,,80643,43923,,80752,43923,,79891,43923,,
Sokoban,0336-sokoban-63-1.asp,3.73,67765,29008,0,29008,93,29008,30058,73560,20949,35143,32068,0,0,95327,9074,5521,92,92,1,13275,13212,3598,3598,92,4,124588,2767,5732,5732,1,,121426,65994,,121426,65994,113599,65994,,104776,65994,,120578,65994,,117629,65994,,120481,65994,,121286,65994,,121276,65994,,121031,65994,,121338,65994,,119546,65994,,
Sokoban,0345-sokoban-17-1.asp,0.05,160,63,0,63,0,63,7003,17344,4868,8550,6796,0,0,20436,2033,1299,80,80,1,2951,2934,738,738,80,4,28508,1440,1342,1342,1,,28480,15391,,28480,15391,27541,15391,,26879,15391,,27344,15391,,27389,15391,,28289,15391,,28265,15391,,28115,15391,,27957,15391,,27759,15391,,28474,15391,,
Sokoban,0346-sokoban-35-1.asp,0.08,718,134,0,134,1,134,14545,36046,10232,17874,15112,0,0,48318,4301,2757,80,80,1,6263,6228,1566,1566,80,4,60566,1494,2764,2764,1,,59152,31897,,59152,31897,56993,31897,,58404,31897,,58856,31897,,57892,31897,,57737,31897,,58637,31897,,58132,31897,,57895,31897,,58038,31897,,54575,31897,,
Sokoban,0347-sokoban-52-1.asp,0.36,6083,1880,0,1880,10,1880,21668,53709,15298,26680,22966,0,0,74651,6443,4134,80,80,1,9391,9339,2348,2348,80,4,90843,1545,4107,4107,1,,88120,47486,,88120,47486,78508,47486,,86620,47486,,87410,47486,,88020,47486,,86390,47486,,84459,47486,,87903,47486,,87956,47486,,86092,47486,,84909,47486,,
Sokoban,0348-sokoban-70-1.asp,1.2,50219,7805,0,7805,30,7805,29210,72411,20662,36004,31282,0,0,102533,8711,5592,80,80,1,12703,12633,3176,3176,80,4,122901,1599,5529,5529,1,,118792,63992,,118792,63992,107844,63992,,109677,63992,,112899,63992,,115318,63992,,118319,63992,,118486,63992,,118766,63992,,118500,63992,,117964,63992,,118174,63992,,
Sokoban,0356-sokoban-24-1.asp,1.19,90170,71755,6,71749,254,71749,14039,34983,9761,15784,13502,0,0,36386,3982,2464,118,118,1,5711,5687,1520,1520,118,4,56716,4275,2807,2807,1,,57998,31673,,57998,31673,51406,31673,,54710,31673,,56227,31673,,57998,31673,,57816,31673,,57862,31673,,57572,31673,,57956,31673,,57643,31673,,56808,31673,,
Sokoban,0357-sokoban-48-1.asp,2.47,22585,10310,0,10310,34,10310,28223,70383,19793,31816,28478,0,0,80378,8110,5032,118,118,1,11663,11615,3104,3104,118,4,115828,6651,5615,5615,1,,116654,63617,,116654,63617,105266,63617,,113508,63617,,112289,63617,,114532,63617,,115444,63617,,115933,63617,,112334,63617,,115783,63617,,116646,63617,,115031,63617,,
Sokoban,0368-sokoban-40-1.asp,2.87,314964,234157,6,234151,1954,234151,17295,42453,12119,20823,17710,0,0,54070,5090,3162,84,84,1,7339,7299,1796,1796,84,4,71054,2495,3319,3319,1,,70066,38159,,70066,38159,66046,38159,,65737,38159,,65925,38159,,65845,38159,,69528,38159,,69953,38159,,69562,38159,,69956,38159,,69853,38159,,69573,38159,,
Sokoban,0369-sokoban-60-1.asp,3.84,61150,25829,0,25829,77,25829,25995,63833,18279,31343,27110,0,0,84330,7690,4782,84,84,1,11099,11039,2716,2716,84,4,107474,3035,4979,4979,1,,105346,57339,,105346,57339,95694,57339,,101904,57339,,104281,57339,,99104,57339,,104743,57339,,104319,57339,,102806,57339,,103027,57339,,105135,57339,,104477,57339,,
Sokoban,0371-sokoban-18-1.asp,0.3,2985,1972,3,1969,13,1969,8333,20819,5755,9876,8167,0,0,23478,2466,1550,90,90,1,3509,3491,920,920,90,4,34418,1613,1601,1601,1,,34298,18445,,34298,18445,30019,18445,,31445,18445,,34227,18445,,33575,18445,,34157,18445,,34213,18445,,34215,18445,,34274,18445,,34238,18445,,33919,18445,,
Sokoban,0379-sokoban-48-1.asp,0.27,2047,557,0,557,4,557,25519,62810,17900,28847,25590,0,0,71059,7263,4468,106,106,1,10629,10581,2822,2822,106,4,102951,6488,5039,5039,1,,104146,57212,,104146,57212,96590,57212,,101273,57212,,102325,57212,,101737,57212,,101467,57212,,102970,57212,,101811,57212,,102924,57212,,102422,57212,,102245,57212,,
Sokoban,0382-sokoban-36-1.asp,0.6,8069,3698,0,3698,17,3698,16811,42005,11731,20064,17563,0,0,55176,5058,3188,90,90,1,7217,7181,1892,1892,90,4,70832,1667,3203,3203,1,,69146,37111,,69146,37111,55077,37111,,66809,37111,,68522,37111,,68903,37111,,68698,37111,,69113,37111,,69062,37111,,69037,37111,,69136,37111,,68675,37111,,
Sokoban,0393-sokoban-54-1.asp,2.03,35475,14014,0,14014,59,14014,25289,63191,17707,30252,26959,0,0,86874,7650,4826,90,90,1,10925,10871,2864,2864,90,4,107246,1721,4805,4805,1,,103994,55777,,103994,55777,88882,55777,,103257,55777,,102880,55777,,103923,55777,,102074,55777,,103864,55777,,103406,55777,,100062,55777,,103915,55777,,100299,55777,,
Sokoban,0401-sokoban-42-1.asp,1.3,16212,7311,0,7311,30,7311,20691,51201,14467,25103,21776,0,0,69762,6170,3898,94,94,1,8945,8903,2298,2298,94,4,86325,1806,3905,3905,1,,84012,45253,,84012,45253,75037,45253,,78175,45253,,83735,45253,,81449,45253,,81653,45253,,82584,45253,,83343,45253,,83854,45253,,83878,45253,,83693,45253,,
Numberlink,100-numberlink-0-0.asp,2.641,38856,21406,16,21390,87,21390,4502,80428,41985,7055,9471,0,3644,60863,2832,72600,3,3,1,3853,3853,792,792,3,1,234984,648,69784,69784,5,,229224,79315,,229224,79315,222569,79315,,226580,79315,,225272,79315,,226775,79315,,228039,79315,,225666,79315,,228828,79315,,227861,79315,,228085,79315,,216419,79315,,14
Numberlink,101-numberlink-0-0.asp,4.516,81623,36853,15,36838,171,36838,4502,80416,41969,7055,9453,0,3640,63043,2824,72592,3,3,1,3853,3853,792,792,3,1,234944,648,69784,69784,5,,229184,79303,,229184,79303,223683,79303,,222849,79303,,227685,79303,,228859,79303,,228525,79303,,227216,79303,,227514,79303,,227646,79303,,227964,79303,,213921,79303,,14
RicochetRobots,101-ricochetrobot-15-0.asp,45.53,113509,46083,1,46082,164,46082,12172,45783,41891,6580,42064,0,0,156088,9062,34796,5,5,1,9716,9686,6842,6842,5,3,144338,3823,3840,3840,16,,147006,55616,,147006,55616,125243,55616,,134788,55616,,146727,55616,,146935,55616,,145057,55616,,145382,55616,,145149,55616,,145780,55616,,145790,55616,,144799,55616,,
Numberlink,102-numberlink-0-0.asp,1.734,26133,13377,14,13363,62,13363,4502,80419,41973,7055,9460,0,3641,62066,2826,72594,3,3,1,3853,3853,792,792,3,1,234954,648,69784,69784,5,,229194,79306,,229194,79306,217424,79306,,226990,79306,,224135,79306,,228166,79306,,227668,79306,,228091,79306,,228442,79306,,228762,79306,,228619,79306,,216065,79306,,14
Numberlink,103-numberlink-0-0.asp,16.125,250105,112978,25,112953,377,112953,4042,61728,32370,6333,8307,0,3187,51679,2475,54800,3,3,1,3394,3394,693,693,3,1,179430,647,52339,52339,5,,174390,60697,,174390,60697,170376,60697,,172572,60697,,170939,60697,,171146,60697,,170496,60697,,172702,60697,,173290,60697,,174052,60697,,171087,60697,,165786,60697,,14
Numberlink,104-numberlink-0-0.asp,10.531,158701,81025,23,81002,254,81002,4042,61725,32366,6333,8301,0,3186,51422,2473,54798,3,3,1,3394,3394,693,693,3,1,179420,647,52339,52339,5,,174380,60694,,174380,60694,168145,60694,,172697,60694,,171232,60694,,172720,60694,,167544,60694,,173445,60694,,173369,60694,,174036,60694,,174380,60694,,164674,60694,,14
Numberlink,105-numberlink-0-0.asp,98.953,1935376,1112759,27,1112732,4443,1112732,3582,45520,24001,5611,7135,0,2730,40377,2118,39492,3,3,1,2935,2935,594,594,3,1,131352,646,37386,37386,5,,127032,44571,,127032,44571,122908,44571,,124887,44571,,122901,44571,,126658,44571,,126150,44571,,126225,44571,,126437,44571,,125463,44571,,126014,44571,,115094,44571,,14
Numberlink,106-numberlink-0-0.asp,4.203,88072,34481,27,34454,126,34454,4042,61734,32378,6333,8312,0,3189,51480,2479,54804,3,3,1,3394,3394,693,693,3,1,179450,647,52339,52339,5,,174410,60703,,174410,60703,165802,60703,,168891,60703,,171065,60703,,171467,60703,,173274,60703,,173881,60703,,173720,60703,,174152,60703,,174040,60703,,163424,60703,,14
Numberlink,108-numberlink-0-0.asp,7.422,138804,54568,17,54551,193,54551,4042,61722,32362,6333,8294,0,3185,51339,2471,54796,3,3,1,3394,3394,693,693,3,1,179410,647,52339,52339,5,,174370,60691,,174370,60691,171949,60691,,166768,60691,,163560,60691,,171221,60691,,174086,60691,,172538,60691,,173690,60691,,173690,60691,,173395,60691,,164982,60691,,14
Numberlink,109-numberlink-0-0.asp,1.484,29026,12351,24,12327,62,12327,4502,80419,41973,7055,9457,0,3641,63128,2826,72594,3,3,1,3853,3853,792,792,3,1,234954,648,69784,69784,5,,229194,79306,,229194,79306,224459,79306,,227472,79306,,226116,79306,,227170,79306,,227559,79306,,228740,79306,,226550,79306,,227389,79306,,227840,79306,,213667,79306,,14
Numberlink,111-numberlink-0-0.asp,0.422,5658,3073,14,3059,29,3059,4349,99335,51482,6805,9406,0,3644,69775,2818,91638,3,3,1,3825,3825,800,800,3,1,292070,523,88840,88840,5,,286310,98319,,286310,98319,282770,98319,,281292,98319,,283368,98319,,284683,98319,,286013,98319,,285329,98319,,285037,98319,,281616,98319,,284565,98319,,274644,98319,,12
MinimalDiagnosis,112-minimal_diagnosis-149-0.asp,0.109,29,0,0,0,0,0,20720,35260,20844,15792,14883,0,5549,58354,5406,29710,6,6,1,5587,5587,1418,1418,6,3,115260,4737,3133,3133,1,,114409,44688,,114409,44688,112712,44688,,113403,44688,,112971,44688,,114250,44688,,114172,44688,,114317,44688,,114312,44688,,114381,44688,,114362,44688,,114305,44688,,
Numberlink,112-numberlink-0-0.asp,0.328,2260,1615,11,1604,12,1604,4349,99338,51486,6805,9410,0,3645,69526,2820,91640,3,3,1,3825,3825,800,800,3,1,292080,523,88840,88840,5,,286320,98322,,286320,98322,280670,98322,,283630,98322,,282512,98322,,283985,98322,,285184,98322,,285652,98322,,286320,98322,,285110,98322,,284872,98322,,273767,98322,,12
Numberlink,113-numberlink-0-0.asp,0.328,8099,3001,33,2968,49,2968,3980,80571,41894,6227,8479,0,3280,60099,2537,73592,3,3,1,3457,3457,720,720,3,1,236218,522,71073,71073,5,,231034,79620,,231034,79620,224885,79620,,228927,79620,,229774,79620,,228377,79620,,229946,79620,,229029,79620,,227699,79620,,227604,79620,,229038,79620,,219270,79620,,12
MinimalDiagnosis,114-minimal_diagnosis-149-0.asp,0.141,29,0,0,0,0,0,23059,38686,23373,18553,16363,0,5800,65202,6936,32715,6,6,1,6012,6012,1904,1904,6,3,129505,5577,4183,4183,1,,128583,48982,418,128583,48982,126481,48982,,127285,48982,,128189,48982,,126589,48982,,128286,48982,,128507,48982,,128436,48982,,128488,48982,,128545,48982,,128447,48982,,
Numberlink,114-numberlink-0-0.asp,1.375,29874,15534,22,15512,62,15512,3242,48959,25671,5071,6625,0,2550,40682,1971,43418,3,3,1,2721,2721,560,560,3,1,142260,520,41461,41461,5,,138228,48138,,138228,48138,133165,48138,,135762,48138,,135995,48138,,136576,48138,,136032,48138,,138027,48138,,137066,48138,,137687,48138,,133765,48138,,129769,48138,,12
MinimalDiagnosis,115-minimal_diagnosis-149-0.asp,0.047,26,0,0,0,0,0,14121,21459,12713,9583,2386,0,1327,9091,2862,18096,6,6,1,935,935,296,296,6,3,67056,3844,1849,1849,1,,66987,28716,,66987,28716,66506,28716,,66718,28716,,66867,28716,,66973,28716,,66985,28716,,66977,28716,,66977,28716,,66911,28716,,66947,28716,,66946,28716,,
Numberlink,115-numberlink-0-0.asp,0.266,9306,2750,31,2719,17,2719,3611,63784,33297,5649,7561,0,2917,48917,2258,57522,3,3,1,3089,3089,640,640,3,1,186298,521,55280,55280,5,,181690,62898,,181690,62898,177847,62898,,179628,62898,,179234,62898,,179077,62898,,180965,62898,,179053,62898,,181272,62898,,179740,62898,,181137,62898,,171744,62898,,12
Numberlink,116-numberlink-0-0.asp,0.547,12109,5978,26,5952,30,5952,3242,48959,25671,5071,6625,0,2550,39708,1971,43418,3,3,1,2721,2721,560,560,3,1,142260,520,41461,41461,5,,138228,48138,,138228,48138,132310,48138,,136440,48138,,134903,48138,,136851,48138,,137218,48138,,136451,48138,,137253,48138,,137782,48138,,134132,48138,,131352,48138,,12
MinimalDiagnosis,117-minimal_diagnosis-149-0.asp,0.188,36,0,0,0,0,0,30131,52416,29786,22109,26087,0,8460,105674,9641,43698,6,6,1,9544,9544,3185,3185,6,3,176636,7543,5594,5594,1,,175223,64415,,175223,64415,172149,64415,,174475,64415,,174148,64415,,174077,64415,,172038,64415,,174791,64415,,174332,64415,,174958,64415,,175194,64415,,174836,64415,,
